Text,Language
वेदेषु तत् ज्ञानं निबद्धम्,Sanskrit
ਇਸ ਐਕਟ ਦੀ ਧਾਰਾ 3 ਰਾਹੀਂ ਪੰਜਾਬੀ ਖੇਤਰ ਦੇ ਸਾਰੇ ਜ਼ਿਲ੍ਹਿਆਂ ਵਿੱਚ ਹੋਣ ਵਾਲੇ ‘ਸਾਰੇ ਦਫ਼ਤਰੀ ਕੰਮਕਾਜ’ 02 ਅਕਤੂਬਰ 1960 ਤੋਂ ਪੰਜਾਬੀ ਵਿੱਚ ਕੀਤੇ ਜਾਣ ਦੀ ਵਿਵਸਥਾ ਕੀਤੀ ਗਈ,Punjabi
"By the late 18th century, the British Empire had spread English through its colonies and geopolitical dominance",English
آئی,Urdu
" তাৰ ভিতৰত উল্লেখযোগ্য মত কেইটা হ'ল- কালিৰাম মেধিৰ মতে প্ৰাচ্য-পশ্চিমাৰ মিশ্ৰণ, কনকলাল বৰুৱাৰ মতে পৈশাচী প্ৰাকৃত, দেবানন্দ ভৰালীৰ মতে কামৰূপীয়া, সৌমাৰ প্ৰাকৃত, ড‍৹ বেণীমাধৱ বৰুৱা, ডিম্বেশ্বৰ নেওগ, বিশ্বেশ্বৰ হাজৰিকাৰ মতে কামৰূপী প্ৰাকৃত আৰু ড° জৰ্জ আব্ৰাহম গ্ৰীয়াৰ্চন, তাৰাপৰোৱালা, ড° সুনীতি কুমাৰ চেটাৰ্জী, ড° বাণীকান্ত কাকতি, ড° বিৰিঞ্চি কুমাৰ বৰুৱা, ড° উপেন্দ্ৰনাথ গোস্বামী, ড° গোলোকচন্দ্ৰ গোস্বামী, ড° মহেশ্বৰ নেওগ, ড° নগেন ঠাকুৰ, ড° ভীমকান্ত বৰুৱা আদিৰ মতে মাগধী প্ৰাকৃত",Assamese
" പതിറ്റുപത്ത്, ഐങ്കൂറ് നൂറ്, അകനാനൂറ്, പുറനാനൂറ് എന്നീ കൃതികളിലൊക്കെ കാണുന്ന മലനാട്ടുഭാഷയിൽ തമിഴിനവകാശപ്പെടാൻ കഴിയാത്ത ഒരുപാടു മലയാളവ്യാകരണ-ഭാഷാപ്രയോഗങ്ങളുണ്ട്",Malayalam
എ,Malayalam
ਗੁਰਮੁਖੀ ਲਿਪੀ ਚ ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਦੀ ਰਚਨਾ ਕੀਤੀ ਗਈ ਹੈ,Punjabi
" ಆಧಾರ್ ಕಾರ್ಡ್, ಮತದಾರರ ಗುರುತಿನ ಚೀಟಿ ಹೊಂದಿರಬೇಕು",Kannada
दुसऱ्यो कोंकणी जाती जल्माक आयल्यो आनी तांणी आपली उलोवपाची रीत हाडली,Konkani
ये हिन्द ईरानी शाखा की हिन्द आर्य उपशाखा के अन्तर्गत वर्गीकृत है,Hindi
لال,Kashmiri
ଟି-20 ବିଶ୍ୱକପରେ ପ୍ରଭାବ ପକାଇବାରେ ବିଫଳ ହେବା ପରେ ହାର୍ଦ୍ଦିକ ପାଣ୍ଡ୍ୟାଙ୍କୁ ଦଳରୁ ବାଦ ଦିଆଯାଇଛି,Odia
" ಅರ್ಬಾನಿಕ್ ಆಯ್ಕೆಯು ಟಾಪ್ಸ್, ಡೆನಿಮ್, ಚಳಿಗಾಲದ ಉಡುಗೆ, ಒಳಉಡುಪು ಮತ್ತು ಈಜುಡುಗೆಯನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ ಮತ್ತು ಇಂದು ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ನಲ್ಲಿ ಲಭ್ಯವಿದೆ",Kannada
(মধ্যম পুৰুষৰ মান্য আৰু তুচ্ছাৰ্থবাচক ৰূপ আছে),Assamese
more polite instead of politer),English
एताः हिमालयाः इव नोन्नताः,Sanskrit
అందుచేత అన్ని దక్షిణ భారత భాషలు మూల ద్రావిడ భాష నుండి ఉద్భవించినా వాటి లిపులు మాత్రము బ్రాహ్మీ నుండి పుట్టాయి,Telugu
" ఆ తరువాత బౌద్ధ శాసనాలలోనూ, అశోకుని శాసనాలలోనూ ఆంధ్రుల ప్రస్తావన ఉంది",Telugu
இக்காலகட்டத்தில் (கி,Tamil
൧കാൽഡ്‌വെല്ലിനെ തുടർന്ന് എ,Malayalam
প্রাচীন [-ইঅ-] বিকরণযুক্ত কর্মভাব-বাচ্যের ক্রমশ অপ্রচলন এবং ‘যা’ ও ‘ভূ’ ধাতুর সাহায্যে যৌগিক কর্মভাব-বাচ্যের সামরিক প্রচলন,Bengali
ക്രിസ്തുവിനുശേഷം അഞ്ചാം നൂറ്റാണ്ടിലെ നിലമ്പൂര് ശിലാരേഖയിലും മലയാളഭാഷയും വ്യാകരണപ്രത്യേകതകളും കാണാം,Malayalam
૧૨મી સદીમાં જ આ ભાષા સાહિત્યિક ભાષા તરીકે વપરાવા લાગી,Gujarati
ക്രിസ്ത്വബ്ദം ആറാം ശതകത്തോടെ തന്നെ ഗ്രാമങ്ങളടക്കം കേരളത്തിലേയ്ക്ക് കുടിയേറുവാൻ തുടങ്ങിയ ബ്രാഹ്മണർക്ക് സാമൂഹ്യവ്യവസ്ഥിതിയിൽ കാര്യമായ കൈകടത്തലുകൾക്ക് അവസരം ലഭിച്ച കാലഘട്ടമായിരുന്നു പെരുമാക്കന്മാരുടെ വാഴ്ച അന്യം നിന്നതിനുശേഷമുള്ള കാലം,Malayalam
મધ્યકાલીન ઈન્ડો-આર્યન ભાષા (વિવિધપ્રાકૃત અને અપભ્રંશ),Gujarati
ബി,Malayalam
" പുരുഷഭേദ നിരാസം, സംസ്കൃത ബാഹുല്യം എന്നിവ നിമിത്തം മലയാളം, തമിഴിൽ നിന്ന് അകന്നു നിൽക്കുന്നു എന്നാണ് അദ്ദേഹം കരുതിയത്",Malayalam
" இசுலாமியர்களின் படையெடுப்பு சோழர்களையும், பாண்டியர்களையும், ஆற்றலற்றவர்களாக்கி இசுலாமிய பாமினி ஆட்சிக்கு வித்திட்டது",Tamil
"हाचें एक मुल कारोण आसा की कोंकणी लोक ज्या प्रांतंत वोस्तात, थोइम तांचे majority ना",Konkani
There are more people who have learned English as a second language than there are native speakers,English
ਦੋਵਾਂ ਦੇ ਅਰਥਾਂ ਵਿੱਚ ਜ਼ਮੀਨ ਆਸਮਾਨ ਦਾ ਫ਼ਰਕ ਹੈ,Punjabi
" ମୂଳ ଓଡ଼ିଆ ଭାଷା ପାଲି ଓ ଔଡ୍ରୀ ପ୍ରାକୃତରୁ ସିଧା ସୃଷ୍ଟି ହୋଇଥିବା ଭାଷା ବିଜ୍ଞାନୀମାନେ ପ୍ରମାଣ ଦିଅନ୍ତି, ଏହି ଭାଷା ଭାରତରରେ ୨,୫୦୦ ବର୍ଷରୁ ଅଧିକ ବର୍ଷ ଆଗରୁ କୁହାଯାଉଥିଲା ଓ ବୌଦ୍ଧ ଧର୍ମର ତିପିଟକ ଓ ଜୈନ ଧର୍ମଗ୍ରନ୍ଥର ମୂଳ ଭାଷା ଥିଲା",Odia
தமிழகத்தின் எல்லைகளைத் தொல்காப்பியப் பாடல்,Tamil
मराठीच वय किमान २५०० वर्ष आहे,Marathi
"ಬೆಂಗಳೂರು, ಅಕ್ಟೋಬರ್ 26: ಭಾರತದ ದೇಶೀಯ ಇ-ಕಾಮರ್ಸ್ ಮಾರ್ಕೆಟ್ ಪ್ಲೇಸ್ ಆಗಿರುವ ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ಮಾರ್ಕೆಟ್ ಪ್ಲೇಸ್ ಪ್ಲಾಟ್ ಫಾರ್ಮ್ ನಲ್ಲಿ ಕೃಷಿ ಸಮುದಾಯಗಳ ಪ್ರಗತಿ ಮತ್ತು ಉತ್ತಮ ಮಾರುಕಟ್ಟೆಯನ್ನು ಒದಗಿಸಿಕೊಡುವ ನಿಟ್ಟಿನಲ್ಲಿ ಕೃಷಿ ಉತ್ಪಾದಕ ಸಂಸ್ಥೆಗಳ (ಎಫ್ ಪಿಒಗಳು) ಜೊತೆಗಿನ ತನ್ನ ಸಹಭಾಗಿತ್ವವನ್ನು ಮತ್ತಷ್ಟು ವಿಸ್ತರಣೆ ಮಾಡಿಕೊಂಡಿದೆ",Kannada
" Even after the vowel shift the language still sounded different from Modern English: for example, the consonant clusters /kn ɡn sw/ in knight, gnat, and sword were still pronounced",English
" ಇದಲ್ಲದೇ, ಮುಂಬರುವ ಭತ್ತ ಕೊಯ್ಲಿನ ಸಂದರ್ಭದಲ್ಲಿ ಕರ್ನಾಟಕದ ಕೊಪ್ಪಳದಿಂದ ಭತ್ತ/ಅಕ್ಕಿಯನ್ನು ತನ್ನ ಪ್ಲಾಟ್ ಫಾರ್ಮ್ ವ್ಯಾಪ್ತಿಗೆ ತರುವ ಗುರಿಯನ್ನು ಹಾಕಿಕೊಂಡಿದೆ",Kannada
" ସେହିଭଳି ଦୁଇ ରାଜ୍ୟର ସୀମାନ୍ତ ଜିଲ୍ଲାରେ ଭାଇଚାରାକୁ ବଢ଼ାଇ ଉଭୟ ରାଜ୍ୟରେ ପ୍ରଚଳିତ ଭାଷାର ଶିକ୍ଷକ ନିଯୁକ୍ତି ସହ ବହି ଯୋଗାଣ, ପରୀକ୍ଷା ଉପରେ ଗୁରୁତ୍ୱାରୋପ କରାଯାଇଛି ",Odia
অসমীয়া ভাষাৰ উদ্ভৱ সম্পৰ্কে বিভিন্ন ভাষাবিজ্ঞানীয়ে সময়ে সময়ে বিভিন্ন মত আগবঢ়াই আহিছে,Assamese
ধ্বনি অনুসৰি অসমীয়া ভাষাৰ বিশিষ্ট স্বৰধ্বনিসমূহক কেইবাটাও ভাগত ভাগ কৰা হয়,Assamese
ഏറ്റവും പഴക്കമുള്ള ദ്രാവിഡ വ്യാകരണഗ്രന്ഥമായ തൊൽക്കാപ്പിയത്തിലെ 40 ശതമാനം നിയമങ്ങളും മലയാളത്തിനു മാത്രമേ യോജിക്കുന്നുള്ളൂ,Malayalam
اس کے علاوہ خلیجی، یورپی، ایشیائی اور امریکی علاقوں میں اردو بولنے والوں کی ایک بڑی تعداد آباد ہے جو بنیادی طور پر جنوبی ایشیاء سے کوچ کرنے والے اہلِ اردو ہیں,Urdu
शासनस्य केन्द्रस्थानं लण्डन् आसीत्,Sanskrit
সংস্কৃত ভাষাৰ পৰিৱৰ্তনৰ ধাৰাইদি আহি অসমীয়া ভাষাৰ সৃষ্টি হ'লেও অসমীয়া ভাষাৰ ব্যাকৰণে কিছুমান নিৰ্দিষ্ট বিশেষত্ব প্ৰকাশ কৰিছে,Assamese
این,Kashmiri
اس وجہ سے شمال مشرقی ہندوستان کے ہندوؤں میں تحریک اٹھی کہ بجائے فارسی رسم الخط کہ اس زبان کو مقامی دیوناگری رسم الخط میں لکھا جانا چاہیے,Urdu
" त वर्ग अक्षर, अनुस्वार उच्चारण हुँदा अर्ध न / न् वर्ण अघि, त थ द ध न वर्ण पछि हुँदछ",Nepali
नेपाली भाषाका विभिन्न भाषिकाहरू छन्,Nepali
" भारत नाम, एउटा प्राचिन हिन्दु सम्राट भरत जुन कि मनुको वंशज ऋषभदेवको ज्येष्ठ पुत्र थिए तथा जसको कथा श्रीमद्भागवत महापुराणमा छ, को नामबाट लिएको हो",Nepali
मराठी भाषा भारताच्या प्राचीन भाषांपैकी एक असून महाराष्ट्री प्राकृतचे आधुनिक रूप आहे,Marathi
اِسے دُنیا کی کل آبادی کا 4.7 فیصد افراد بولتے ہیں,Urdu
"Some changes, such as the use of do-support, have become universalised",English
" ह्यचे प्रोमाणे, भारोतांत कोंकणी लोक सोर्वांत आसात",Konkani
ممتاز محقق حافظ محمود شیرانی کے نزدیک یہ زبان محمود غزنوی کے حملہ ہندوستان کے ادوار میں پنجاب میں پیدا ہوئی جب فارسی بولنے والے سپاہی پنجاب میں بس گئے نیز ان کے نزدیک یہ فارسی متکلمین دو سو سال تک دہلی فتح کرنے سے قبل وہاں آباد رہے، یوں پنجابی اور فارسی زبانوں کے اختلاط نے اردو کو جنم دیا پھر ایک آدھ صدی بعد جب اس نئی زبان کا آدھا گندھا خمیر دہلی پہنچا تب وہاں اس نے مکمل زبان کی صورت اختیار کی اس حوالے سے انھوں نے پنجابی اور اردو زبان میں کئی مماثلتیں بھی پیش کی ہیں,Urdu
" प वर्गका पाँच अक्षर प, फ, ब, भ, म (अर्ध म अनुनासिक वर्ण) ओषठ्य उच्चारण",Nepali
ପରସ୍ପର ଆଲୋଚନା ମାଧ୍ୟମରେ ଦୁଇ ରାଜ୍ଯର ଜନସାଧାରଣଙ୍କ ପାଇଁ ପଦକ୍ଷେପ ଗ୍ରହଣ କରାଯିବାକୁ ବୈଠକରେ ଆଲୋଚନା ହୋଇଥିଲା,Odia
পণ্ডিতসকলে এই লিপি ব্ৰাহ্মী লিপিৰপৰা কুটিল বা সিদ্ধিমাতৃকা লিপি হৈ নাইবা ব্ৰাহ্মীৰ পৰা কামৰূপী লিপিৰ মাজেৰে উদ্ভৱ হোৱা বুলি মত পোষণ কৰে,Assamese
" वचन: एक वचन = म, तिमी, ऊ, उनी, तिनी, त्‍यो; बहु वचन = हामी, तिमीहरू, उनीहरू, तिनीहरू",Nepali
"With the Norman conquest of England in 1066, the now norsified Old English language was subject to contact with Old French, in particular with the Old Norman dialect",English
१०६०) होता,Marathi
खस समुदायको मातृभाषा भएकाले यसलाई खस भाषा भनेर चिनिन्छ,Nepali
اُردو کو پاکستان کے تمام صوبوں میں سرکاری زبان کی حیثیت حاصل ہے,Urdu
" ୨୦ହଜାର ବର୍ଷ ତଳେ କଳାହାଣ୍ଡିର ଗୁଡହାଣ୍ଡିରୁ ମିଳିଥିବା ଚିତ୍ର, ନୂଆପଡାର ଯୋଗୀମଠରୁ ୧୦ହଜାର ବର୍ଷ ତଳର ମିଳିଥିବା ଚିତ୍ରଲିପି ଓ ଝାରୁସୁଗୁଡାର ବିକ୍ରମଖୋଲରୁ ମିଳିଥିବା ୩୫୦୦ବର୍ଷ ତଳ ଗୁମ୍ଫାଲିପି ହେଉଛି ଓଡ଼ିଆଭାଷାର ମୂଳ ଆଧାର",Odia
" ಹಾಗೇ, ಪಶ್ಚಿಮ ಬಂಗಾಳ",Kannada
इसे नागरी के नाम से भी जाना जाता है,Hindi
అశోకుని కాలములో మౌర్య సామ్రాజ్యానికి సామంతులుగా ఉన్న శాతవాహనులు బ్రాహ్మీ లిపిని దక్షిణ భారతదేశానికి తీసుకొని వచ్చారు,Telugu
त्या शिलालेखावरील वरील मजकूर खालीलप्रमाणे,Marathi
" तर, विशेषतः तुलनात्मक रूपमा, संरक्षित दक्षिणमा अनेक राज्य बाँकी रहे अथवा अस्तित्वमा आए",Nepali
اگرچہ لفظ اردو بذات خود ترک زبان کے لفظ اوردو (لشکر، فوج) یا اوردا سے نکلا ہے، اسی سے انگریزی لفظ کا ظہور ہوا,Urdu
രാജശാസനങ്ങളും ഉയർന്നവരുടെ വ്യവഹാരങ്ങളും ചെന്തമിഴ് ആവാൻ കാരണം അതാണ്,Malayalam
ସିନିୟର ଲେଗ ସ୍ପିନର ୟୁଜବେନ୍ଦ୍ର ଚହଲ ଏବଂ ଦ୍ରୁତ ବୋଲର ମହମ୍ମଦ ସିରାଜ ଦଳକୁ ଫେରିଛନ୍ତି,Odia
" ਐਥਨੋਲੋਗ 2005 (ਬੋਲੀਆਂ ਨਾਲ਼ ਸਬੰਧਿਤ ਇੱਕ ਵਿਸ਼ਵਗਿਆਨਕੋਸ਼) ਮੁਤਾਬਕ ਪੰਜਾਬੀ ਨੂੰ 8.8 ਕਰੋੜ ਲੋਕ ਬੋਲਦੇ ਹਨ, ਜਿਸ ਨਾਲ ਪੰਜਾਬੀ ਸਮੁੱਚੀ ਦੁਨੀਆ ਵਿੱਚ ਸਭ ਤੋਂ ਵੱਧ ਬੋਲੀ ਜਾਣ ਵਾਲੀ 'ਦਸਵੀਂ ਬੋਲੀ' ਹੈ",Punjabi
७३तमेन ७४तमेन च संविधानसंशोधनेन स्थानीयशासनार्थं पञ्चायतराज्यप्रणाली संस्थाबद्धीकृता,Sanskrit
મૉંગોલ સામ્રાજ્યમાં યુઆન વંશના શાસન દરમિયાન તેનો અમલ શરૂ થયો,Gujarati
ସେମିତି ୯୯୧ ସନର ଲେଖ ଓ ୭୧୫ ସନର ଲେଖରେ ଓଡ଼ିଆ ଶବ୍ଦ ଭିତୁରୁ  ଆଉ ପନ୍ଦର  ପ୍ରଭୃତିର ବ୍ୟବହାର ଦେଖିବାକୁ ମିଳେ,Odia
চতুর্দশ শতাব্দে ও পঞ্চদশ শতাব্দে লেখা বলে নিশ্চিতভাবে নেওয়া যেতে পারে এমন কোন রচনা মিলে না,Bengali
ਇਹ ਹੁਕਮ 13 ਅਪਰੈਲ 1968 ਤੋਂ ਲਾਗੂ ਹੋਇਆ,Punjabi
தன் வெற்றியைக் கொண்டாடும் வகையில் கங்கை கொண்ட சோழபுரம் எனும் தலைநகரை உருவாக்கினான்,Tamil
"As Modern English developed, explicit norms for standard usage were published, and spread through official media such as public education and state-sponsored publications",English
" এই উপভাষাগুলিকে মাগধী প্রাকৃত বলা হয় এবং এটি আধুনিক বিহার, বাংলা ও আসামে কথিত হত",Bengali
" ਭਾਰਤ ਵਿੱਚ 30 ਮਿਲੀਅਨ (3 ਕਰੋੜ) ਲੋਕ ਪੰਜਾਬੀ ਭਾਸ਼ਾ ਨੂੰ ਮਾਤ-ਭਾਸ਼ਾ ਅਤੇ ਪਹਿਲੀ, ਦੂਜੀ ਜਾਂ ਤੀਸਰੀ ਭਾਸ਼ਾ ਵਜੋਂ ਬੋਲਦੇ ਹਨ",Punjabi
امؠ علاوٕ چھہٕ یَتہِ پؠٹھ دوبھائی تہٕ حجَس دوران سودی عرب خٲپرٕ پرواذنؠران,Kashmiri
" ਪਾਕਿਸਤਾਨ ਦੇ 44.15% ਲੋਕ ਪੰਜਾਬੀ ਨੂੰ ਮਾਤ-ਭਾਸ਼ਾ ਦੇ ਵਜੋਂ ਬੋਲਦੇ ਹਨ ਅਤੇ 70.0% ਲੋਕ ਪੰਜਾਬੀ ਭਾਸ਼ਾ ਨੂੰ ਪਹਿਲੀ, ਦੂਸਰੀ ਅਤੇ ਕੁੱਝ ਤੀਸਰੀ ਭਾਸ਼ਾ ਵਜੋਂ ਬੋਲਦੇ ਹਨ",Punjabi
ਇਸ ਵਿਵਸਥਾ ਦੀ ਖ਼ੂਬਸੂਰਤੀ ਇਹ ਸੀ ਕਿ ਜੇ ਕਿਸੇ ਕਾਰਨ ਕੋਈ ਕੰਮ ਉਸ ਸਮੇਂ ਪੰਜਾਬੀ ਵਿੱਚ ਕਰਨਾ ਸੰਭਵ ਨਹੀਂ ਸੀ ਤਾਂ ਉਸ ਕੰਮ ਨੂੰ ਹੋਰ ਭਾਸ਼ਾ ਵਿੱਚ ਕਰਨ ਦੀ ਵਿਵਸਥਾ ਬਾਅਦ ਵਿੱਚ ਕੀਤੀ ਜਾਣੀ ਸੀ,Punjabi
ସଂସ୍କୃତ ଭାଷାର ପ୍ରଭାବରେ ପୁରୁଣା ପାଳି ଭାଷାରେ ଅନେକ ଜାଗାରେ ଶବ୍ଦ ସବୁ ବଦଳି ଯାଇଛି,Odia
" The inflectional system regularised many irregular inflectional forms, and gradually simplified the system of agreement, making word order less flexible",English
स,Marathi
১৯৬১ খ্রিষ্টাব্দের ভারতের অসম রাজ্যের বরাক উপত্যকায় একইরকম ভাবে বাংলা ভাষা আন্দোলন সংঘ ভাষা বঙ্গ অঞ্চলের বাঙালি অধিবাসীর মাতৃভাষা,Bengali
" জিভাৰ অংশ অনুসৰি সিহঁতক সন্মুখ, কেন্দ্ৰীয় আৰু পশ্চ তিনিভাগত ভাগ কৰা হয়",Assamese
मेटी भाषा - नेपालको तेस्रोलिङ्गी मेटी समुदायले बोल्ने बोली,Nepali
अन्य सभी भारतीय भाषाओं की तरह हिन्दी में भी कर्ता-कर्म-क्रिया वाला वाक्यविन्यास है,Hindi
" যেমন—লইছে < লই + (আ)ছে, রহিলছে < রহিল + (আ)ছে (=রহিয়াছে)",Bengali
" ইয়াৰ পিছত ক্ৰমে ক্ৰমে চৰ্যাপদ, শ্ৰীকৃষ্ণ কীৰ্তন, হেম সৰস্বতীৰ ‘প্ৰহ্লাদ চৰিত’, মাধৱ কন্দলীৰ ‘ৰামায়ণ’, শংকৰদেৱ-মাধৱদেৱৰ ‘কীৰ্তন-নামঘোষা’, ভট্টদেৱৰ ‘কথা-গীতা’, কথাগুৰুচৰিত, বুৰঞ্জীসাহিত্য আদিৰ পিছত সৃষ্টি হোৱা অৰুণোদই, জোনাকী, ৰামধেনু আদি বিভিন্ন সাহিত্যৰ মাজেৰে অসমীয়া ভাষাই এটা পূৰ্ণাঙ্গ অৱস্থা লাভ কৰে",Assamese
" ആ വീടു്, ഈ മരം ഇവയൊക്കെയാണു് പഴയതു്; അന്ത വീടും ഇന്ത മരവും അല്ല",Malayalam
मराठी महाराष्ट्र राज्याची अधिकृत तर गोवा राज्याची सहअधिकृत भाषा आहे,Marathi
"লন্ডনের বৃহৎ বাঙালী অভিবাসীদের আবাস ব্রিকলেনে বাংলা ভাষা মূল অঞ্চলের পাশাপাশি ত্রিপুরা,দক্ষিণ আসাম এবং ভারতীয় সংযুক্ত অঞ্চল আন্দামান ও নিকোবর দ্বীপপুঞ্জে বসবাসরত বাঙালীদেরও মাতৃভাষা বাংলা",Bengali
गैर-मातृभाषीहरूमा नेपाली भाषा,Nepali
শতম শাখাৰ এটা প্ৰধান ভাগ আছিল 'আৰ্য' বা 'ভাৰত-ইৰানীয়',Assamese
" एतस्मिन् देशे दिलीपः, दशरथः, युधिष्ठिरः इत्यादयः धर्मपरिपालकाः पौराणिकाः राजानः आसन् ",Sanskrit
" There is much variability among the many accents and dialects of English used in different countries and regions in terms of phonetics and phonology, and sometimes also vocabulary, idioms, grammar, and spelling, but it does not typically prevent understanding by speakers of other dialects and accents, although mutual unintelligibility can occur at extreme ends of the dialect continuum",English
ಇದು ನಮ್ಮ ಸಮುದಾಯದ ಶೈಲಿಯ ಐಕಾನ್ ಗಳಿಗೆ ಉನ್ನತ ಡಿಜಿಟಲ್ ಶಾಪಿಂಗ್ ಅನುಭವವನ್ನು ನೀಡುವ ತಂತ್ರಜ್ಞಾನವಾಗಿದೆ'' ಎಂದರು,Kannada
" आनी एका तर्काप्रमाण कोंकणी, कुंकणा नांवाच्या एका द्रविडी भाशेचेंं सुधारीत आनी संस्कृतिकरण जाल्लें रूप",Konkani
ঊনবিংশ ও বিংশ শতাব্দীতে নদিয়া অঞ্চলে প্রচলিত পশ্চিম-মধ্য বাংলা কথ্য ভাষার ওপর ভিত্তি করে আধুনিক বাংলা সাহিত্য গড়ে ওঠে,Bengali
" മലയാളം – ഒന്ന്, കന്നഡ – ഒന്ദു മലയാളം – വേലി, കന്നഡ – ബേലി",Malayalam
" అనగా తెలుగు – హిందీ, సంస్కృతం, లాటిను, గ్రీకు మొదలైన భాషలు గల ఇండో ఆర్యన్ భాషా వర్గానికి (లేదా భారత ఆర్య భాషా వర్గానికి) చెందకుండా, తమిళము, కన్నడం, మలయాళం, తోడ, తుళు, బ్రహూయి మొదలైన భాషలతో పాటుగా ద్రావిడ భాషా వర్గానికి చెందినదని భాషా శాస్త్రజ్ఞుల వాదన",Telugu
பி,Tamil
" শব্দের শেষে অ ধ্বনির বিলোপ, যৌগিক ক্রিয়ার প্রচলন, ফার্সি ভাষার প্রভাব এই সময়ের সাহিত্যে লক্ষ্য করা যায়",Bengali
" कोंकणी भास कोंकण प्रांतांत जल्मली(एका वेळार कोंक म्हळ्यार भारताचो पश्चिम किनारो, गुजरात सोडून) आनी थंयच ती वाडली,म्हणून कोंकणी",Konkani
ಈ ಪಾಲುದಾರಿಕೆಯ ಮೂಲಕ ನಾವು ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ನ ವ್ಯಾಪ್ತಿಯನ್ನು ದೇಶದ ಉದ್ದಗಲಕ್ಕೂ ವಿಸ್ತರಿಸುತ್ತಿದ್ದೇವೆ,Kannada
" त्याचबरोबर गोवा, उत्तर कर्नाटक (बेळगांव, हुबळी-धारवाड, गुलबर्गा, बिदर, कारवार), गुजरात (दक्षिण गुजरात, सुरत, बडोदा व अहमदाबाद), आंध्रप्रदेश (हैदराबाद), मध्यप्रदेश (इंदूर, ग्वाल्हेर), तामिळनाडू (तंजावर) व छत्तीसगढ राज्यांत आणि दमण आणि दीव, दादरा नगर हवेली या केंद्रशासित प्रदेशांतील काही भागातही मराठी बोलली जाते",Marathi
ಸಹಾಯಧನಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲಿಚ್ಚಿಸುವ ರೈತರು ಸ್ವಂತ ಜಮೀನು ಹೊಂದಿರಬೇಕು,Kannada
" ୨୦୧୪ ମସିହା ମାର୍ଚ୍ଚ ୧୧ତାରିଖ ଦିନ ଓଡ଼ିଆ ଭାଷାକୁ ଶାସ୍ତ୍ରୀୟତାର ମାନ୍ୟତାପାଇଁ ରାଜପତ୍ର ବିଜ୍ଞପ୍ତି ଜାରି କରାଯାଇଥିବାରୁ, ୨୦୧୫ ମସିହାରୁ ଏହି ଦିନଟିକୁ ଶାସ୍ତ୍ରୀୟ ଓଡ଼ିଆ ଭାଷା ଦିବସ ରୂପେ ପାଳନ କରିବାପାଇଁ ଓଡ଼ିଶା ସରକାର ନିଷ୍ପତି ନେଇଛନ୍ତି ",Odia
اس ہی حقیقت کے پیش نظر 2007 میں سید ندیم احمد نے اردو قوم کا نظریہ پیش کیا,Urdu
" హల్లులు వేర్వేరు అచ్చులతో చేరినప్పుడు, అచ్చు అంశం వర్ణ పరిచ్ఛేదముతో మాత్రలు అన్న సంకేతాలను ఉపయోగించడంతో గుర్తింపబడుతుంది",Telugu
" भारत साङ्घाई सहयोग सङ्गठन, ब्रिक्स, जी-२०, इन्टरनेसनल इन्भेस्टमेन्ट बैङ्क र विश्व व्यापार सङ्घटन, दक्षिण एसियाली क्षेत्रीय सहयोग सङ्गठन सार्क, बहुक्षेत्रीय प्राविधिक तथा आर्थिक सहयोगका लागि बङ्गालको खाडीको प्रयास बिम्सटेक को सदस्य पनि हो ",Nepali
തമിഴ് ശൈലിയായ  എൈ കാരത്തിന് പകരം മലയാളം ശൈലിയായ അ കാരമാണ് വാക്കുകളിലുള്ളത്,Malayalam
আনহাতে প্ৰাক-আহোম যুগৰ কামৰূপৰ হিন্দুৰজাসকলৰ তাম্ৰফলিবোৰ সংস্কৃতত লিখা হ'লেও তাৰ মাজত সোমাই থকা অনাৰ্য শব্দসমূহে সেই সময়ৰ জনসাধাৰণৰ কথিত ভাষাটোৰ সুকীয়া অস্তিত্বৰ কথাকে সুচাই,Assamese
"ഇടയ്ക്കൽ ഗുഹകളിൽനിന്ന് കിട്ടിയ 2-5 നൂറ്റാണ്ടിലെ ഏഴ് ലിഖിതങ്ങളിൽ നാലെണ്ണം, പട്ടണം ഉൽഖനനത്തിൽ കണ്ടെത്തിയ രണ്ടാം നൂറ്റാണ്ടിലെ അവശിഷ്ടങ്ങൾ, നിലമ്പൂരിൽ കണ്ടെത്തിയ അഞ്ചാം നൂറ്റാണ്ടിലെ ലിഖിതം എന്നിവയിൽ മലയാളം വാക്കുകളുണ്ടെന്ന് കണ്ടെത്തിയിരുന്നു",Malayalam
" తెలుగు, తమిళ, కన్నడ, మలయాళ భాషలతో సహా మొత్తం 26 భాషలు ప్రస్తుతం వాడుకలో ఉన్న ద్రావిడ భాషలు",Telugu
"சான்று தேவை தொன்கதை பாரம்பரியத்தின் படி, தமிழ் மொழியானது, சிவ பெருமானால் அகத்தியருக்குக் கற்பிக்கப்பட்டதாக நம்பப்படுகின்றது",Tamil
